title,lyric,themes,reference,url
See A Victory / What A Beautiful Name - Medley,"Verse 1 The weapon may be formed but it won’t p rosper When the darkness falls it won’t prevail Cause the God I serve knows only how to triumph My God will never f ail My God will never f ail Chorus I’m gonna see a victory I’m gonna see a victory For the battle belongs to You L ord I’m gonna see a victory I’m gonna see a victory For the battle belongs to You L ord Turn Verse 2 There’s power in the m ighty Name of Jesus Every war He wages He wi ll win I’m not backing d own from any giant I know how this story e nds I know how this story e nds REPEAT CHORUS Bridge 1 (What A Beautiful Name) Death could not hold You The veil tore be fore You You silence the boast of sin and grave The heavens are roaring the praise of Your glory For You are raised to life again You have no rival, You have no equal Now and for ever God You reign Yours is the kingdom, Yours is the glory Yours is the Name above all Names Chorus I’m gonna see a victory I’m gonna see a victory For the battle belongs to You L ord I’m gonna see a victory I’m gonna see a victory For the battle belongs to You L ord Bridge 2 (See A Victory) You take what the enemy meant for evil And You turn i t for go od You turn i t for go od You take what the enemy meant for evil And You turn i t for go od You turn i t for go od Bridge 3 You take what the enemy meant for evil And You turn it for g ood You turn i t for go od You take what the enemy meant for evil And You turn it for g ood You turn i t for g ood REPEAT CHORUS","['Adoration & Praise', 'Faith & Trust', 'Gods Attributes']","['Deut 28.7', 'Ps 138.7', '2 Chron 20.22']",https://www.worshiptogether.com/songs/see-a-victory-what-a-beautiful-name-jonathan-traylor/
Ruins,"Intro Verse 1 I look around and all I see Are burning buildings, barren trees Hopelessness is starting to wreak h avoc But Son of Man, I know You see The deepest depths unknown to me You have planted seeds among the a shes Chorus You rebuild, You restore All that’s broken From the ruins You redeem, You return All that’s stolen From Your children That’s what You do That’s what You do Verse 2 So be still my anxious heart All that’s gone is never lost Em manuel is here and He is f aithful So I won’t let my praises stop I’ll sing it from these rubbled rocks 'Cause I know You are good and You are able REPEAT CHORUS Bridge You raise beauty from a shes Yeah, that’s what You do You turn sorrow to g ladness Yeah, that’s what You do I give glory and h onor For all that You do I will sing hallel ujah For all that You do REPEAT BRIDGE Tag For all that You do Half Chorus You rebuild, You restore All that’s broken From the ruins You redeem, You return All that’s stolen From Your children REPEAT CHORUS","['Adoration & Praise', 'Gods Attributes', 'Peace & Hope']",['Isa 61.1-3'],https://www.worshiptogether.com/songs/ruins-maverick-city-music/
It's Not Over,"Intro Verse 1 You’re right here in the questions In the quiet Y ou’re still speaking You’re out here in the unknown In the lowest low Y ou’re still reaching Pre-Chorus Nothing lost and nothing wasted I’m steady in Your h and Even now You’re orchestrating A miracle Chorus It’s not o ver, it’s not o ver It’s not o ver You’ll finish what You s tarted It’s not o ver, something good is coming It’s not o ver You’ll finish what You s tarted What You started in m e Verse 2 You’re right here in the tension In this season Y ou’re revealing You’re the breakthrough and the answer Every promise, a ll my healing Chorus It’s not o ver, it’s not o ver It’s not o ver You’ll finish what You s tarted It’s not o ver, something good is coming It’s not o ver You’ll finish what You s tarted Bridge Even when my heart can’t underst and You still have a future and a pl an Even when my heart can’t underst and By faith I will believe that You still have a future and a pl an For me You will complete Chorus It’s not o ver, it’s not o ver It’s not o ver You’ll finish what You s tarted It’s not o ver, something good is coming It’s not o ver You’ll finish what You s tarted Tag It’s not o ver, something good is coming It’s not o ver You’ll finish what You s tarted","['Faith & Trust', 'Gods Attributes', 'Suffering & Trials']",['Phil 1.6'],https://www.worshiptogether.com/songs/its-not-over-mandisa/
Fullness Of God,Intro Verse May we have po wer To gether as His children To grasp how wide and long How high and deep His love for u s And to know this love That surpasses our knowledge That we may be fi lled To the measure of al l The fullness of Go d REPEAT VERSE Chorus Now to Hi m who is able To do im measurably more Than we could as k According to Hi s great power That is a t work within u s And to Hi m be the glory in the ch urch Throughout all the gener ation s Forever and e ver amen Turnaround REPEAT VERSE Tag That we may be fi lled To the measure of al l The fullness of Go d Chorus Now to Hi m who is able To do im measurably more than we could as k According to Hi s great power That is a t work within u s And to Hi m be the glory in the ch urch Throughout all the gener ation s Forever and e ver amen Instrumental Bridge We want al l that You ar e Every d etail and pa rt To the me asure of al l the Fu llness of Go d And then w e overfl ow cause Our de pths could never ho ld All the wo nder and aw e in The gl ory of it al l For You’re al l that we ne ed and You don't ho ld back a th ing So come and fi ll up our he arts with The me asure of the fu llness Of who You ar e Who You ar e Chorus Now to Hi m who is able To do im measurably more Than we could as k According to Hi s great power That is a t work within u s And to Hi m be the glory in the ch urch Throughout all the gener ation s Forever and e ver amen,"['Adoration & Praise', 'Commitment & Dedication', 'Gods Attributes']","['Eph 3.18', 'Rom 8.39']",https://www.worshiptogether.com/songs/fullness-of-god-judah/
Adore Him,"Intro Verse 1 Love incarnate wrapped in flesh Heaven bent to dwell with us Oh what a m ystery Oh what a m ystery Verse 2 The s acred gift to break the curse The Father’s heart re vealed to us Oh what a joyous thing Oh what a joyous thing Chorus O come let us adore Him O come let us adore Him Christ the Lord For He alone is worthy For He alone is worthy <b>Channel</b> Verse 3 Be hold the Lamb of Righteous ness Let every heart and tongue confess Let all the Earth rejoice Let all the Earth rejoice Verse 4 Re maining no ac cusing voice His re surrection power in us Triumphant in Jesus name Triumphant in Jesus name REPEAT CHORUS Bridge Oh sing, sing of the good news The Heavens have opened Let all cre ation praise You (Oh) sing, sing of His go odness Oh God of Sal vation Let all cre ation praise You REPEAT BRIDGE REPEAT CHORUS 2X <b>Spontaneous (9X)</b> I was made for ado ration Chorus 2 Oh come let us adore Him Oh come let us adore Him Oh come let us a dore Him Chr - ist the Lord Chorus 3 We give You all the glory We give You all the glo - ry We give You all the glo - r - y Chr - ist the Lord Chorus 4 For He alone is worthy For He a - lone is wor - thy For He alone is wor - th - y Chr - ist the Lord REPEAT CHORUS 2","['Adoration & Praise', 'Christmas']",['Luke 2.15-16'],https://www.worshiptogether.com/songs/adore-him-the-mcclures/
When I Look At The Blood,"Intro Chorus 1 When I look at the blood All I see is love, love, love When I stop at the cross I can see the love of God Verse 1 But I can't see compe tition I can't see hier archy I can't see pride or prejudice Or the a buse of author ity I can't see lust for power I can't see manipu lation I can't see rage or anger Or self ish am bition REPEAT CHORUS 1 Verse 2 But I can't see unfor giveness I can't see hate or envy I can't see stupid fighting Or bitterness or jealousy I can't see empire building I can't see self-im portance I can't see back stabbing Or vanity or arrogance Chorus 2 When I look at the blood All I see is love, love, love When I stop at the cross I can see the love of God Bridge And I see surren der I see sacrifice I see salvation I see humility I see righteousness I see faithfulness I see grace I see forgiveness Interlude I see love I see love I see love Vamp Love love love Love love love Love love love Love love love REPEAT VAMP 7x Last Vamp Love love love Love love love Love love love Love love love REPEAT CHORUS 1 Outro","['Gods Attributes', 'Grace & Mercy']",['1 John 4.9-11'],https://www.worshiptogether.com/songs/when-i-look-at-the-blood-pat-barrett/
Fear Is Not Welcome,Intro Verse 1 Let me be gin and con fess I need Your healing I made a friend of the fear I have been feeling And I believed the lies it spoke That led me into doubt But I’m calling on Your angel armies now Chorus Fear is not welcome Fear is not welcome Fear is not welcome In my he art anymo re I’m casting it a way By the power in Your name Fear is not welcome In my he art anymore Turnaround Verse 2 There is so much I don’t know But I know You’re faithful If mountains need to be moved I know You’re able I will lift my hands again And be lieve what I believe The Lord is on my side and I am free REPEAT CHORUS Turnaround Bridge I feel the joy of heaven Upon this place descending Peace passing understanding What shall I fear? You are my soul’s protector My shield and my defender From now until forever What shall I fear? Through trial and tribulation You’re still my strong sal vation I sing in celebration What shall I fear? Through trial and tribulation You’re still my strong sal vation I sing in celebration What shall I fear? REPEAT CHORUS Last Line In my h eart any - mo re Tag Fear is not welcome Fear is not welcome Fear is not welcome In my he art anymo re,"['Call to Worship', 'Faith & Trust']","['2 Tim 1.7', 'Josh 1.9', 'Ps 34.4']",https://www.worshiptogether.com/songs/fear-is-not-welcome-brian-courtney-wilson/
I'll Go Anywhere,"Intro Verse 1 For the sake of the Gospel For the glory of Your name I lay down my life I give You everything For the sake of the Gospel For the glory of Your name I will go into the world, God And say love is on its wa y Love is on its wa y Chorus 1 I’ll go anywh ere I’ll do anyth ing, God Just put me where You wa nt me Just put me where You wa nt me I’ll go anywh ere I’ll do anyth ing, God Just put me where You wa nt me Just put me where You wa nt me Verse 2 My life will be the war on inaction I can’t sit back and watch When You gave everything Your love drove You to the cross So I will live to bring You glory I will be Your hands and feet I will go into Your world, God And say love is on its wa y Love is on its wa y Chorus 2 I’ll go anywh ere I’ll do anyth ing, God Just put me where You wa nt me Just put me where You wa nt me I’ll go anywh ere I’ll do anyth ing, God Just put me where You wa nt me Just put me where You wa nt me REPEAT CHORUS 2 Interlude Bridge His name is Jesus, only Jesus Jesus, love is on its way His name is Jesus, only Jesus Jesus, love is on its way REPEAT BRIDGE REPEAT CHORUS 2 REPEAT BRIDGE REPEAT CHORUS 2 Final Chord","['Adoration & Praise', 'Commitment & Dedication', 'Faith & Trust']",['Luke 9.57'],https://www.worshiptogether.com/songs/ill-go-anywhere-circuit-rider-music/
Lay My Life Down,"Intro Verse 1 I was searching in the dead of night, dead of night For a love that f inally would satis fy All I found were empty promises, promis es They don’t compare to Yo u, nothing but counter feits Pre-chorus 'Cause You a nswer when I ca ll Tell me th at You are eno ugh I am g iving You my al l I lay my life down Chorus I lay my life down My rights, my se curi ty All for the one who Laid down His life for me Once I was in chains But You set me free I lay my life down My life is Yours now Turnaround VERSE 2 Now I'm walking in Your perfect love, perfect love The kind of power p roven in my weak ness All Your promises are strong enough, strong e nough You haven’t failed me ye t, and You never will REPEAT PRE-CHORUS REPEAT CHORUS REPEAT TURNAROUND Bridge There is fr eedom in surre nder I am ca ptured by Your gr ace In Your fr eedom I’m beli eving You’re eno ugh, You’re eno ugh for m e There is fr eedom as You ho ld me In the gr ip of Yo ur great lo ve In Your fr eedom I am si nging You’re eno ugh, You’re eno ugh for m e You’re eno ugh, You’re enough for m e You’re eno ugh, You’re eno ugh for m e You’re eno ugh, You’re enough for m e Half-Chorus I lay my life down My rights, my se curi ty All for the one who Laid down His life for me Chorus 2 I lay my life down My rights, my se curi ty All for the one who Laid down His life for me Once I was in chains But You set me free I lay my life down My life is Yours now Outro","['Adoration & Praise', 'Faith & Trust']","['Ps 119.94', 'John 10.18']",https://www.worshiptogether.com/songs/lay-my-life-down-lumins/
"You, It's Only You.","Intro Verse 1 I would have nothing if it wasn’t for You Beautiful one, beautiful one Look where we started and how far we’ve come I’m running after, after Your love Chorus 1 Leaving it all To take hold of Yo u Love of my soul, You and only You It’s only You, Consumed by Your love Wrapped in Your beauty Love of my soul, You and only You It’s only You Verse 2 All of the good things are because of You Beautiful one, beautiful one I'm just so grateful that You don’t give up I’m still running after, after Your love Chorus 2 Leaving it all To take hold of Yo u Love of my soul, You and only You It’s only You, Consumed by Your love Wrapped in Your beauty Love of my soul, You and only You It’s only You REPEAT CHORUS 2 Instrumental Bridge 1 Infinite love, beautiful one We lift You up You are so good to me I’ll give You everything REPEAT BRIDGE 1 3X Bridge 2 Infinite love, beautiful one We lift You up You are so good to me I’ll give You everything REPEAT CHORUS 2 2X REPEAT BRIDGE 1 REPEAT BRIDGE 2","['Adoration & Praise', 'Gods Attributes']","['Ps 27.4', 'Ps 145.9']",https://www.worshiptogether.com/songs/you-its-only-you-mosaic-msc/
Milk & Honey,"Intro Verse 1 I’m headed to a place where the rivers flow I’m headed to a place where the streets are gold Oh my so ul, this I kn ow Pre-Chorus You won’t need no money, you can’t bring your fame Soon the day is coming when we will see His face Chorus Choirs will be singing, saints on bended knee Angels will be dancing, we will all be free God in all His glory as far as you can see It’s like every day is Sunday In the land of milk and honey Turnaround Verse 2 I’m headed to a place where the flowers grow I’m headed to a place with no tombstones Sing my so ul, till I’m ho me Pre-Chorus You can't bring your money, you can't bring your fame Ever there is only one name above all names REPEAT CHORUS Turnaround Bridge 1 We don’t have to wait to the other side To the see the dead come back to life We don't’ have to wait till the trumpet sounds We’re calling down Your power now We don’t have to wait to the other side To the see the dead come back to life We don't’ have to wait till the trumpet sounds We’re calling down Your pow er now Bridge 2 Grass growing in the graveyards Spring on u p, spring on up Water flowing in the wastelands Let it ru n, let it run Hope growing where there was none Love flowing where the hate was Promised land waiting on us Kingdom co me, Kingdom come REPEAT CHORUS Outro","['Call to Worship', 'Peace & Hope']","['Ezek 20.6', 'Exod 3.8']",https://www.worshiptogether.com/songs/milk-honey-crowder/
In The Hands Of Christ My King,"Intro Verse 1 Come Holy Spirit, move in power Ignite my heart with Your holy fire Show me the Father, show me the Son Revive my soul again, O Spirit come Turnaround REPEAT VERSE 1 Chorus All my hope is found In the hands of Christ my King May my life be found In the hands of Christ my King Verse 2 Come Holy Spirit, fill me up Till I am carried by Your rising flood Show me the Father, show me the Son Revive my soul again, O Spirit come REPEAT CHORUS 2x Bridge 1 If You’re not here I don’t want to be I won’t be moved un less You move I want You more than the air I breathe I need You. I need You Bridge 2 If You’re not here I don’t want to be I won’t be moved un less You move I want You more than the air I breathe I need You. I need You Interlude Bridge 3 If You’re not here I don’t want to be I won’t be moved un less You move I want You more than the air I breathe I need You. I need You Instrumental Chorus Bridge 4 If You’re not here I don’t want to be I won’t be moved un less You move I want You more than the air I breathe I need You. I need You Bridge 5 If You’re not here I don’t want to be I won’t be moved un less You move I want You more than the air I breathe I need You. I need You Bridge 6 If You’re not here I don’t want to be I won’t be moved un less You move I want You more than the air I breathe I need You. I need You Bridge 7 If You’re not here I don’t want to be I won’t be moved un less You move I want You more than the air I breathe I need You. I need Yo u REPEAT CHORUS Tag Here in the hands of Christ my King","['Call to Worship', 'Commitment & Dedication', 'Gods Attributes', 'Peace & Hope']","['1 Pet 1.3-6', '2 Cor 4.16-18']",https://www.worshiptogether.com/songs/in-the-hands-of-christ-my-king-austin-stone-worship/
He Is Lord,"Intro Chorus Every knee shall bow Every tongue con - fess He is Lord He is Lord Every knee shall bow, Every tongue con - fess He is Lord He is Lord REPEAT CHORUS as desired Final Tag Every knee shall bow Every tongue con fess He is Lord He is Lord","['Adoration & Praise', 'Call to Worship', 'Church & Unity']",['Rom 14.11'],https://www.worshiptogether.com/songs/he-is-lord-tasha-cobbs-leonard/
Birds,"Intro Verse 1 Birds in the air they don’t w orry The sun's never scared that it won’t rise If all of creation depends on Your goodness Why oh why can’t I Pre-Chorus An xiety is such a human thing But what do the creatures know a bout You Chorus 1 They all know You’re faithful and You’re true You’ll do every thing You said You would do They all know You’re lovely and You’re just I know these things but I must Admit that I’m so human sometimes Everything You’ve done for all of cre ation You’ve done it in my life Turnaround REPEAT PRE-CHORUS COLUMN_BREAK Chorus 2 They all know You’re faithful and You’re true You’ll do every thing You said You would do They all know You’re lovely and You’re just I know these things but I must Admit that I’m so human sometimes I know I’m so human sometimes God, I’m just so human sometimes Everything You’ve done for all of cre ation You’ve done it in my life Outro","['Adoration & Praise', 'Gods Attributes', 'Grace & Mercy']","['2 Sam 7.28', 'Isa 43.2', 'Phil 4.6-7']",https://www.worshiptogether.com/songs/birds-anna-golden/
You Find Me (Siempre Mi Encuentras),"Intro Verse 1 You are the light in the dark When I cannot see, You o pen up my eyes Cuando el camino está duro Sé que está bien, it will still be alright Pre-Chorus Estás con migo You are with me, Sé que nunca me dejas No te meré I’ll be o kay, De mi Tú no te alejas Chorus When I’m deep in the wa ter with nothing but trust Siempre me encuen tras You promise that You are enough No hay vuelta pa’ tras I’m safe in Your love I know You will never let me go Y Seguro estoy en tu a- mor You are more than enough There’s no turning back Siempre me encuentras Turnaround Verse 2 I know sometimes people think that I’m crazy But they don’t under stand what living in faith is Hay una gracia que no puedo explicar Vivir es Cris to y morir avanzar REPEAT PRE-CHORUS REPEAT CHORUS Turnaround Bridge There’s no place I could hide from Your love Siempre me en cuen - tras Si me pierdo me halla tu a mor I know You’ll find me Nada nos podrá separar, no Siempre me en cuen - tras What could se parate me from your love? I know You’ll find me REPEAT CHORUS 2x Outro Tag I'm safe in Your love, love, love, love","['Adoration & Praise', 'Faith & Trust', 'Gods Attributes']",['John 1.5'],https://www.worshiptogether.com/songs/you-find-me-siempre-mi-encuentras-evan-craft/
Touch Of Heaven / Alabaster Heart,Intro Verse 1 How I live for the moments Where I'm still in Your presence Where all noise dies down Lord speak to me now You have all my attention I will linger and listen I can't miss a th ing Pre-Chorus Lord I know my heart wants more of You My heart wants something new So I surrender all Chorus A ll I w ant is to live within Your love Be undone by who You are My desire is to know You deeper Lord I will open up a gain Throw my fears into the wind I am desperate for a touch of heaven Channel Verse 2 You're the fire in the morning You're the cool in the evening The breath in my soul The life in my bones There is no hesitation In Your love and affection It's the sweetest of all REPEAT PRE CHORUS REPEAT CHORUS Bridge 1 (3X) I open up my heart to You I open up my heart to You now So do what only You can Jesus have Your way in me now REPEAT CHANNEL 2X REPEAT BRIDGE REPEAT CHORUS REPEAT CHANNEL 6X Bridge 2 All my love All my love All my love You can have it all All my love All my love All my love You can have it all All my heart All my soul All I own You can have it all All my heart All my soul All I own You can have it all REPEAT BRIDGE 2 Channel 2 REPEAT CHORUS,"['Adoration & Praise', 'Commitment & Dedication', 'Gods Attributes', 'Grace & Mercy']",['Rom 12.1'],https://www.worshiptogether.com/songs/touch-of-heaven-alabaster-heart-bethel-music/
Bigger Dreams,"Intro Verse 1 It’s a been a long time com ing I almost gave up I spent a long time run ning I almost lost hope But glimpses of the future Kept that fire burn ing deep inside Your words of affirmation Let me know that I was right on time I just had to surrender my dreams for Yo urs I just had to surrender my will for Yo urs Chorus 1 Cause Your dreams for me are bigger Than I can i magine Your dreams for me are bigger, yes they are Your dreams for me are bigger Than I can i magine Your dreams for me are bigger, yes they are Verse 2 Spent a long time fight ing A gainst these odds Spent a long time doubt ing If I was good e nough But glimpses of the future Kept that passion burn ing deep inside Your words of affirmation Remind ed me I’m a child of God I just had to surrender my dreams for Yo urs I just had to surrender my plans for Yo urs REPEAT CHORUS 1 Bridge 1 What You have for me is for me And can’t no one take that awa y, that awa y The plans You made for me are perfect So I will trust You and obe y, and obe y Bridge 2 What You have for me is for me And can’t no one take that awa y, that awa y The plans You made for me are perfect So I will trust You and obe y, and obe y Chorus 2 Cause Your dreams for me are bigger Than I can i magine Your dreams for me are bigger, yes they are Your dreams for me are bigger Than I can i magine Your dreams for me are bigger, yes they are REPEAT CHORUS 2","['Commitment & Dedication', 'Faith & Trust', 'Gods Attributes']","['Ps 62.8', '1 John 5.14', 'Prov 3.5-6']",https://www.worshiptogether.com/songs/bigger-dreams-jonathan-traylor/
There Is A Power,"Intro Verse 1 There is a power, there is a presence Hold ing all heaven, watch ing the earth It can part troubled waters, quench e very thirst Heal what is broken and break every cu rse Verse 2 There is a power so over whelming All of cre ation bo ws to its name It came to save every captive, cover e very shame Keep every promise and break every ch ain Chorus Oh, there is power in th is ro om Every darkness has t o mo ve For the light is breaking th rough Everything that exalts it self must fall Underneath the power of our great God Verse 3 There is a power death cannot alter There is a grave hell could no t steal It’s here to change every outcome, lift e very head Win every battle and raise up th e dead REPEAT CHORUS Interlude Bridge 1 In the name of Jesus there is power In the name of Jesus there is healing In the name of Jesus there is power In the name, in the name In the name of Jesus Bridge 2 In the name of Jesus there is power In the name of Jesus there is healing In the name of Jesus there is power In the name, in the name In the name of Jesus In the name, in the name In the name of Jesus REPEAT CHORUS Tag Everything that exalts it self must fa ll Underneath the power of our great Go d","['Adoration & Praise', 'Call to Worship', 'Gods Attributes', 'Peace & Hope']","['2 Cor 10.5', 'John 14.13']",https://www.worshiptogether.com/songs/there-is-a-power-rita-springer/
Power,"Verse 1 Some may trust in hors es Some may trust in chariots Oh but I, I'm gon' trust In the name of the Lo rd Verse 2 Some trust in their rich es Some may trust in all they own O h but I, I will trust In the name of the Lo rd Chorus There is wo nder working power H oly Spirit power Gr eat redeeming power Power in the name R esurrection power Bo ndage breaking power Power in the name of J esus Verse 3 Some trust in their wisd om Some may say it's foolishness O h but I, I will trust In the name of the Lo rd REPEAT CHORUS Bridge I lift my eyes to the mountains, the mountains above You are, You are where my help is fr om I lift my eyes to the Maker of heaven and earth You are, You are where my help is from Down Chorus There is wo nder working power H oly Spirit power Gr eat redeeming power Power in the name R esurrection power Bo ndage breaking power Power in His na me There's po wer in His name REPEAT CHORUS Tag I lift my eyes to the mountains, the mountains above You are, You are where my help is fr om","['Adoration & Praise', 'Gods Attributes']","['Phil 2.9-11', 'Ps 121.1']",https://www.worshiptogether.com/songs/power-chris-tomlin/
Stones,"Intro Verse 1 Find me in the valley Standing with my hands held high The valley will never take my so ng Find me in the desert Holding onto You for life The desert will never take my so ng Oh, the desert will never take my so ng Chorus I will praise You I will praise You I won’t let the stones cry I won’t let the stones cry out I will praise You Something in me has to I won’t let the stones cry I won’t let the stones cry out Verse 2 Find me with the promise Dancing where You prophesied Still shouting of everything You’ve do ne High up on the mountain I was made to testify For ever, You will have my so ng Oh, for ever, You will have my so ng REPEAT CHORUS Bridge The longer the wait The longer I’ll praise The stronger the pain The stronger my faith grows The higher the need The higher I’ll reach The greater the cost The more I’ll believe for REPEAT BRIDGE REPEAT CHORUS 2X Instrumental REPEAT CHORUS 4X Final Chord","['Adoration & Praise', 'Commitment & Dedication']",['Luke 19.39-40'],https://www.worshiptogether.com/songs/stones-kim-walker-smith/
Just To Have You,"Intro Verse 1 If You ask me, I will Let go of all I’ve built Just to have You Just to have You I’ll go back to the start Sur render my gu ards Just to have You Chorus It’s always been You Je - sus More than e nough for me You’re still my every thing It’s always been You Je - sus More than e nough for me You’re still my every thing Verse 2 If it means letting go Of the things that I ho ld Just to have You Just to have You Then I will turn aside Leave my comfort behi nd Just to have You REPEAT CHORUS Interlude Bridge You’re still the air I breathe The fr iend I need You’re still the fire in my eyes The center of my life REPEAT BRIDGE 3X REPEAT CHORUS Outro","['Adoration & Praise', 'Commitment & Dedication', 'Gods Attributes']",['Matt 4.18-22'],https://www.worshiptogether.com/songs/just-to-have-you-kim-walker-smith/
God Of Freedom,"Intro Verse Where the Spirit of the Lord is There is freedom Where the Spirit of the Lord is There is freedom Where the Spirit of the Lord is There is freedom Where the Spirit of the Lord is There is freedom Turnaround REPEAT VERSE Chorus Fear must leave this place Jesus, have Your way All that has en slaved Must bow at Jesus’ name REPEAT TURNAROUND REPEAT VERSE REPEAT CHORUS REPEAT TURNAROUND Bridge We lift a sh out of praise You're the God of fr eedom You make the darkness shake You're the God of fr eedom There's no prison wall You can't break You're the God of fr eedom You have de stroyed the grave You're the God of fr eedom You’re the God of freedom You're the God of fr eedom Outro","['Adoration & Praise', 'Gods Attributes', 'Peace & Hope']","['2 Cor 3.17', 'Phil 2.10']",https://www.worshiptogether.com/songs/god-of-freedom-kxc/
We Will Not Go,"VERSE 1 Fire by night, cloud by day, Our God will lead the way Desert sand, or promised land, Our God will lead the way. PRE-CHORUS Forever we will follow, No matter what tomorrow holds. CHORUS We will not go, we will not move We will not walk without your presence We will wait for You. The Great I AM, Almighty God We are desperate for your presence, Without You, we will not go. VERSE 2 Troubled soul, when darkness comes, Our God will lead the way Joyful hearts, when blessings flow, Our God will lead the way BRIDGE We will be still and know, we will be still and know, We will be still and know that You are God.","['Commitment & Dedication', 'Faith & Trust']",['Exod 13. 21-22'],https://www.worshiptogether.com/songs/we-will-not-go-kelly-minter/
Simple Days,"Intro Verse 1 Lord, lead me ba ck to the simple days When all I desir ed was to see Your face And I wanted You more than anything More than anything Chorus I tried to do it on my ow n I’m sorry that I took contr ol I can’t outrun the love You’ve sh own I’m coming ho me, I’m coming ho me Verse 2 I won’t hold o n to hollow dreams I’m letting g o of what I’d thought it’d be I need You now more than anything More than anything Chorus I tried to do it on my ow n I’m sorry that I took contr ol I can’t outrun the love You’ve sh own I’m coming ho me, I’m coming ho me You saved me from the mess I ma de You met me in my darkest pl ace I can’t deny Your endless gr ace I’m coming ho me, I’m coming ho me Interlude Channel It’s not too late, I hear You say It’s not too late to come on home REPEAT INTERLUDE Bridge I re member You’re my first love I re member You’re my friend I re member You are with me Un til the very end REPEAT BRIDGE 3X Instrumental Tag I’m coming ho me, I’m coming ho me I’m coming ho me, I’m coming ho me","['Commitment & Dedication', 'Faith & Trust', 'Prayer & Renewal']",['Luke 15.11-32'],https://www.worshiptogether.com/songs/simple-days-kim-walker-smith/
Indescribable,"Intro Chorus You’re indescriba ble in every way You searched me o ut And now I’m caught up in Your gr ace Verse 1 I heard my name across the ocean You pulled me cl oser the current changed You showed me l ife a new ho rizon A silver li ning, a brand new d ay Pre-Chorus And I’m like oh I can’t find the words to say And oh You’re higher than all my ways And Lord it’s You who opened my eyes to see And poured out Your heart for me My G od, my God Chorus You’re indes cribable in every w ay You searched me o ut and now I’m caught up in Your gr ace I just can’t f athom it I can’t make s ense Of how Your l ove so undeserving never e nds Verse 2 You give me free dom That leaves me bre athless My glimpse of he aven is life with Y ou Now there’s no fig hting This gracious rh ythm I lift my h ands high, in praise to Y ou Pre-Chorus 2 Now every time I go I can’t find the words to say And oh You’re higher than all my ways And Lord it’s You who opened my eyes to see And poured out Your heart for me My G od, my God REPEAT CHORUS Tag You’re indes ribable Ooh ooh ooh So inde scribable Ooh ooh ooh REPEAT TAG Bridge Perfect love, took my place Only Jesus, only grace What comp ares, what comes close Where You call me, I will go REPEAT CHORUS Tag You’re indes ribable Ooh ooh ooh So inde scribable Ooh ooh ooh REPEAT TAG","['Adoration & Praise', 'Grace & Mercy']","['Ps 139.1', 'Luke 19.10']",https://www.worshiptogether.com/songs/indescribable-hillsong-young-free/
Deeper Water,"| D5 | D5 | D5 | D | Dsus | D | A/D Verse 1 Lead my heart into deeper waters Lead my faith beyond the shallows Of my creature comfort Dare my trust into all Your greatness Some place wilder than the safety Of these old familiar shores ’Cause I know th ere’s so much more And I’m desperate to e xplore All the grace beyond these shores Verse 2 Teach my soul not to fear the darkness Teach my heart to fully lean on Your cross for comfort Bind my step to Your steadfast promise Let my faith run like lightning On the lamplight of Your Word ’Cause I know there’s so much more And I’m desperate to explore All the grace beyond these shores Chorus I got the hope of heaven Running through my bones And the blood of Jesus in my veins I got a soul on fire in the Holy Ghost And all my strength is in Your name Chorus cont. ’Cause now this world holds nothing On this grace I know And I know Your love will never fail And if there’s deeper waters To this life You hold Sink or swim I’ll never be afr aid Tag 1 Lead me into all You w ant Lead me into all You are Lead me into all Your l ove Lead me to Your heart Lead me to Your heart Bridge 1a I won’t stop when I’m over my head All outta my depths I know You’ll be there I won't stop when the weather gets rough The going gets tough I know You’ll be there REPEAT BRIDGE 1 Bridge 2 ’Cause You don’t stop when it comes to Your love When it comes to Your heart You never give up And You don’t stop when I’m over my head All outta my depths I know You’ll be there Verse 3 Lead my heart into deeper waters Lead my faith beyond the shallows Of my creature comfort Dare my trust into all Your greatness Some place wilder than the safety Of these old fam iliar shores ’Cause I know there’s so much more And I’m desperate to expl ore All the grace beyond the se shores Bridge 1b I won’t stop when I’m over my head All outta my depths I know You’ll be there I won't stop when the weather gets rough The going gets tough I know You’ll be there Bridge 3 I won’t stop when I’m over my head You never give up,You never give up You don’t stop when I’m over my head All outta my depths I know You’ll be there Tag 2 Lead me into all You w ant Lead me into all You are Lead me into all Your l ove Lead me to Your heart Lead me to Your heart Instrumental | D | G | D | A | Bm7 | G | D | A | | D | G | D | A | Bm7 | G | D | A | | D | G | D | A | Bm7 | G | D | A | Final Chord D",['Commitment & Dedication'],['Ps 37.4-5'],https://www.worshiptogether.com/songs/deeper-water-hillsong-united/
